comp_id,year,fast_growth,sales_pos,ln_sales,g1_ln_sales,g2_ln_sales,foreign,labor_avg,profit_loss_year,material_exp,fixed_assets,curr_assets,liq_assets,share_eq,ind,region_m
1001541.0,2012,1,1203.7037353515625,7.093158528605567,1.5293951979997455,1.401561762569406,0.0,,-7722.22216796875,8351.8515625,190566.671875,9629.6298828125,9048.1484375,191262.96875,3.0,Central
1002029.0,2012,0,1136514.875,13.943477010618471,-1.1550128703394016,-1.656968537581104,0.0,0.4583333134651184,9722.22265625,984270.375,23459.259765625,203885.1875,15077.77734375,93144.4453125,2.0,East
1011889.0,2012,0,433666.65625,12.980031444806547,0.019109151756374843,0.0865216096748096,0.0,1.621212124824524,96751.8515625,204659.265625,933574.0625,160166.671875,131766.671875,1071011.125,3.0,West
1014183.0,2012,0,129729.6328125,11.773207816163303,-0.1100440916964498,-0.24981877026833033,0.0,0.7152777910232544,-2351.851806640625,66744.4453125,118229.6328125,199903.703125,18585.185546875,309885.1875,3.0,Central
1018301.0,2012,0,6722.22216796875,8.81317405861195,0.22852851790652906,0.3008185544451969,0.0,0.1527777761220932,-1107.4073486328125,3325.926025390625,52155.5546875,1811.111083984375,1314.8148193359375,10781.4814453125,3.0,Central
1022796.0,2012,0,26096.296875,10.169548701060647,0.48814631261527097,0.5807604265818558,0.0,0.0833333358168602,-1311.111083984375,17629.62890625,5133.33349609375,6166.66650390625,3133.333251953125,3718.5185546875,3.0,Central
1035705.0,2012,0,24025.92578125,10.086888767175159,-0.07937495784944026,0.10149918492834509,0.5,0.1041666716337204,-8000.0,24588.888671875,0.0,3355.5556640625,262.96295166015625,296.2962951660156,3.0,East
1046213.0,2012,0,5389781.5,15.500015404030096,0.13579405488946428,0.44464667471919306,1.0,7.861111164093018,110022.21875,3342996.25,1434974.125,2406474.0,3659.25927734375,2482377.75,1.0,Central
1056952.0,2012,0,1296.2962646484375,7.167266450053159,-7.167266450053159,-7.167266450053159,0.0,0.1666666716337204,-11255.5556640625,1818.5185546875,585.1851806640625,1622.22216796875,1096.2962646484375,-21888.888671875,3.0,Central
1070690.0,2012,0,5388.888671875,8.592094459318735,0.3539909801671062,0.7098454701611718,0.0,0.0833333358168602,2000.0,937.0370483398435,0.0,8500.0,8500.0,8270.3701171875,3.0,Central
1101902.0,2012,0,7481.4814453125,8.920186105544545,-0.04817157181373588,0.01132178774665249,,,770.370361328125,5422.22216796875,0.0,251.8518524169922,44.44444274902344,-629.629638671875,3.0,West
